time,temp,year,month,day
17.85,45,2015,3,26
18.85,44,2015,3,26
19.85,44,2015,3,26
20.85,43,2015,3,26
21.85,43,2015,3,26
22.85,42,2015,3,26
23.85,41,2015,3,26
0.85,40,2015,3,27
1.85,39,2015,3,27
2.85,38,2015,3,27
3.85,37,2015,3,27
4.85,36,2015,3,27
5.85,36,2015,3,27
6.85,35,2015,3,27
7.85,34,2015,3,27
8.85,33,2015,3,27
9.85,34,2015,3,27
10.85,34,2015,3,27
11.85,34,2015,3,27
12.05,33,2015,3,27
12.85,34,2015,3,27
13.85,37,2015,3,27
14.85,38,2015,3,27
15.85,39,2015,3,27
16.85,39,2015,3,27
17.85,37,2015,3,27
18.85,36,2015,3,27
19.85,33,2015,3,27
20.85,31,2015,3,27
21.85,30,2015,3,27
22.85,29,2015,3,27
23.85,27,2015,3,27
0.85,26,2015,3,28
1.85,26,2015,3,28
2.85,27,2015,3,28
3.85,26,2015,3,28
4.85,26,2015,3,28
5.85,26,2015,3,28
6.85,25,2015,3,28
7.85,26,2015,3,28
8.85,27,2015,3,28
9.85,31,2015,3,28
10.85,33,2015,3,28
11.85,37,2015,3,28
12.85,39,2015,3,28
13.85,40,2015,3,28
14.85,44,2015,3,28
15.85,44,2015,3,28
16.85,45,2015,3,28
17.85,46,2015,3,28
18.85,45,2015,3,28
19.85,45,2015,3,28
20.85,40,2015,3,28
21.85,42,2015,3,28
22.85,41,2015,3,28
23.85,40,2015,3,28
0.85,40,2015,3,29
1.85,39,2015,3,29
2.85,39,2015,3,29
3.85,39,2015,3,29
4.85,39,2015,3,29
5.85,39,2015,3,29
6.85,36,2015,3,29
7.85,39,2015,3,29
8.85,38,2015,3,29
9.85,39,2015,3,29
10.85,40,2015,3,29
11.85,42,2015,3,29
12.85,46,2015,3,29
13.85,50,2015,3,29
14.85,53,2015,3,29
15.85,52,2015,3,29
16.85,51,2015,3,29
17.85,51,2015,3,29
18.85,52,2015,3,29
19.85,51,2015,3,29
20.85,50,2015,3,29
21.85,47,2015,3,29
22.85,45,2015,3,29
23.85,44,2015,3,29
0.85,44,2015,3,30
1.85,43,2015,3,30
2.85,43,2015,3,30
3.85,42,2015,3,30
4.85,42,2015,3,30
5.85,41,2015,3,30
6.85,40,2015,3,30
7.85,40,2015,3,30
8.85,41,2015,3,30
9.85,44,2015,3,30
10.85,45,2015,3,30
11.85,46,2015,3,30
12.85,46,2015,3,30
13.85,41,2015,3,30
14.85,39,2015,3,30
15.85,38,2015,3,30
16.85,39,2015,3,30
17.85,38,2015,3,30
18.85,37,2015,3,30
19.85,37,2015,3,30
20.85,36,2015,3,30
21.85,36,2015,3,30
22.85,36,2015,3,30
23.85,35,2015,3,30
0.85,35,2015,4,0
1.85,35,2015,4,0
2.85,35,2015,4,0
3.85,34,2015,4,0
4.85,33,2015,4,0
5.85,32,2015,4,0
6.85,32,2015,4,0
7.85,33,2015,4,0
8.85,35,2015,4,0
9.85,35,2015,4,0
10.85,38,2015,4,0
11.85,41,2015,4,0
12.85,44,2015,4,0
13.85,46,2015,4,0
14.85,47,2015,4,0
15.85,50,2015,4,0
16.85,50,2015,4,0
17.85,50,2015,4,0
18.85,50,2015,4,0
19.85,48,2015,4,0
20.85,47,2015,4,0
21.85,46,2015,4,0
22.85,45,2015,4,0
23.85,45,2015,4,0
0.85,44,2015,4,1
1.85,43,2015,4,1
2.85,42,2015,4,1
3.85,43,2015,4,1
4.85,42,2015,4,1
5.85,43,2015,4,1
6.85,44,2015,4,1
7.85,46,2015,4,1
8.85,48,2015,4,1
9.85,50,2015,4,1
10.85,55,2015,4,1
11.85,57,2015,4,1
12.85,61,2015,4,1
13.85,63,2015,4,1
14.85,67,2015,4,1
15.85,66,2015,4,1
16.85,65,2015,4,1
17.85,64,2015,4,1
18.85,58,2015,4,1
19.85,59,2015,4,1
20.85,59,2015,4,1
21.85,59,2015,4,1
22.85,59,2015,4,1
23.85,59,2015,4,1
0.85,59,2015,4,2
1.85,60,2015,4,2
2.85,61,2015,4,2
3.85,61,2015,4,2
4.85,61,2015,4,2
5.85,61,2015,4,2
6.85,61,2015,4,2
7.85,61,2015,4,2
8.85,62,2015,4,2
9.85,63,2015,4,2
10.85,62,2015,4,2
11.85,62,2015,4,2
12.85,61,2015,4,2
13.85,61,2015,4,2
14.85,62,2015,4,2
15.85,63,2015,4,2
16.85,63,2015,4,2
17.85,63,2015,4,2
19.016666666666666,63,2015,4,2
19.85,62,2015,4,2
20.85,61,2015,4,2
21.85,61,2015,4,2
22.85,61,2015,4,2
23.85,60,2015,4,2
0.9833333333333332,60,2015,4,3
1.85,60,2015,4,3
2.85,59,2015,4,3
3.85,59,2015,4,3
4.85,56,2015,4,3
5.85,52,2015,4,3
6.85,47,2015,4,3
7.85,47,2015,4,3
8.85,47,2015,4,3
9.85,49,2015,4,3
10.85,50,2015,4,3
11.85,49,2015,4,3
12.85,49,2015,4,3
13.85,50,2015,4,3
14.85,50,2015,4,3
15.85,51,2015,4,3
16.85,50,2015,4,3
17.85,49,2015,4,3
18.85,48,2015,4,3
19.85,47,2015,4,3
20.85,46,2015,4,3
21.85,45,2015,4,3
22.85,44,2015,4,3
23.85,43,2015,4,3
0.85,43,2015,4,4
1.85,42,2015,4,4
2.85,44,2015,4,4
3.85,43,2015,4,4
4.85,43,2015,4,4
5.85,43,2015,4,4
6.85,42,2015,4,4
7.85,43,2015,4,4
8.85,44,2015,4,4
9.85,47,2015,4,4
10.85,51,2015,4,4
11.85,53,2015,4,4
12.85,58,2015,4,4
13.85,58,2015,4,4
14.85,60,2015,4,4
15.85,59,2015,4,4
16.85,60,2015,4,4
17.85,59,2015,4,4
18.85,57,2015,4,4
19.85,57,2015,4,4
20.85,55,2015,4,4
21.85,50,2015,4,4
22.85,48,2015,4,4
23.85,47,2015,4,4
0.85,46,2015,4,5
1.85,46,2015,4,5
2.85,45,2015,4,5
3.85,45,2015,4,5
4.85,44,2015,4,5
5.85,44,2015,4,5
6.85,43,2015,4,5
7.85,43,2015,4,5
8.85,45,2015,4,5
9.85,47,2015,4,5
10.85,51,2015,4,5
11.85,54,2015,4,5
12.85,59,2015,4,5
13.85,58,2015,4,5
14.85,60,2015,4,5
15.85,61,2015,4,5
16.85,59,2015,4,5
17.85,58,2015,4,5
18.85,57,2015,4,5
19.85,54,2015,4,5
20.85,53,2015,4,5
21.85,61,2015,4,5
22.85,62,2015,4,5
23.85,62,2015,4,5
0.85,62,2015,4,6
1.85,61,2015,4,6
2.85,61,2015,4,6
3.85,61,2015,4,6
4.85,60,2015,4,6
5.85,60,2015,4,6
6.85,59,2015,4,6
7.85,57,2015,4,6
8.85,54,2015,4,6
9.85,53,2015,4,6
10.85,53,2015,4,6
11.85,53,2015,4,6
12.85,51,2015,4,6
13.85,51,2015,4,6
14.85,50,2015,4,6
15.033333333333333,50,2015,4,6
15.85,50,2015,4,6
16.85,48,2015,4,6
17.85,46,2015,4,6
18.983333333333334,46,2015,4,6
19.85,45,2015,4,6
20.85,44,2015,4,6
21.85,43,2015,4,6
22.85,43,2015,4,6
23.85,42,2015,4,6
0.85,42,2015,4,7
1.85,42,2015,4,7
3.0166666666666666,41,2015,4,7
4.033333333333333,41,2015,4,7
4.85,41,2015,4,7
5.85,41,2015,4,7
6.85,41,2015,4,7
7.85,41,2015,4,7
8.85,41,2015,4,7
9.85,42,2015,4,7
10.85,42,2015,4,7
11.85,42,2015,4,7
12.85,42,2015,4,7
13.85,43,2015,4,7
14.85,43,2015,4,7
15.85,44,2015,4,7
16.85,44,2015,4,7
17.85,44,2015,4,7
18.85,44,2015,4,7
19.85,41,2015,4,7
20.85,40,2015,4,7
21.85,38,2015,4,7
22.85,37,2015,4,7
23.85,37,2015,4,7
0.85,38,2015,4,8
1.85,37,2015,4,8
2.85,37,2015,4,8
3.85,37,2015,4,8
4.85,37,2015,4,8
5.85,37,2015,4,8
6.85,37,2015,4,8
7.85,37,2015,4,8
8.85,37,2015,4,8
9.85,38,2015,4,8
10.85,38,2015,4,8
11.85,39,2015,4,8
12.85,40,2015,4,8
13.85,39,2015,4,8
14.85,41,2015,4,8
15.85,41,2015,4,8
16.85,42,2015,4,8
17.85,42,2015,4,8
19.0,43,2015,4,8
19.85,42,2015,4,8
20.85,41,2015,4,8
20.983333333333334,41,2015,4,8
21.85,41,2015,4,8
22.85,41,2015,4,8
23.85,41,2015,4,8
0.85,40,2015,4,9
1.85,40,2015,4,9
2.85,40,2015,4,9
3.85,40,2015,4,9
4.85,40,2015,4,9
5.85,40,2015,4,9
6.85,40,2015,4,9
7.85,39,2015,4,9
8.85,40,2015,4,9
9.85,42,2015,4,9
10.05,42,2015,4,9
10.85,43,2015,4,9
12.016666666666667,46,2015,4,9
12.85,47,2015,4,9
13.85,50,2015,4,9
14.85,51,2015,4,9
15.85,51,2015,4,9
16.85,53,2015,4,9
17.85,54,2015,4,9
18.85,56,2015,4,9
19.85,56,2015,4,9
20.85,56,2015,4,9
21.85,55,2015,4,9
22.85,54,2015,4,9
23.85,54,2015,4,9
0.85,55,2015,4,10
1.85,55,2015,4,10
2.85,54,2015,4,10
3.85,53,2015,4,10
4.85,52,2015,4,10
5.85,53,2015,4,10
6.85,53,2015,4,10
7.85,53,2015,4,10
8.85,55,2015,4,10
9.85,54,2015,4,10
10.85,55,2015,4,10
11.85,54,2015,4,10
12.85,56,2015,4,10
13.85,54,2015,4,10
14.85,56,2015,4,10
15.85,55,2015,4,10
16.85,55,2015,4,10
17.85,54,2015,4,10
18.85,53,2015,4,10
19.85,51,2015,4,10
20.85,48,2015,4,10
21.85,47,2015,4,10
22.85,46,2015,4,10
23.85,45,2015,4,10
0.85,45,2015,4,11
1.85,44,2015,4,11
2.85,44,2015,4,11
3.85,44,2015,4,11
4.85,43,2015,4,11
5.85,44,2015,4,11
6.85,43,2015,4,11
7.85,45,2015,4,11
8.85,47,2015,4,11
9.85,50,2015,4,11
10.85,55,2015,4,11
11.85,59,2015,4,11
12.85,60,2015,4,11
13.85,62,2015,4,11
14.85,66,2015,4,11
15.85,65,2015,4,11
16.85,60,2015,4,11
17.85,59,2015,4,11
18.85,57,2015,4,11
19.85,54,2015,4,11
20.85,53,2015,4,11
21.85,53,2015,4,11
22.85,51,2015,4,11
23.85,51,2015,4,11
0.85,54,2015,4,12
1.85,53,2015,4,12
2.85,52,2015,4,12
3.85,51,2015,4,12
4.85,51,2015,4,12
5.85,51,2015,4,12
6.85,50,2015,4,12
7.85,52,2015,4,12
8.85,56,2015,4,12
9.85,60,2015,4,12
10.85,62,2015,4,12
11.85,63,2015,4,12
12.85,62,2015,4,12
13.85,67,2015,4,12
14.85,65,2015,4,12
15.85,68,2015,4,12
16.85,66,2015,4,12
17.85,65,2015,4,12
18.85,64,2015,4,12
19.85,64,2015,4,12
20.85,63,2015,4,12
21.85,62,2015,4,12
22.85,61,2015,4,12
23.85,60,2015,4,12
0.85,60,2015,4,13
1.85,61,2015,4,13
2.85,61,2015,4,13
3.85,61,2015,4,13
4.85,61,2015,4,13
5.85,59,2015,4,13
6.85,61,2015,4,13
7.85,61,2015,4,13
8.85,55,2015,4,13
9.85,56,2015,4,13
10.85,55,2015,4,13
11.85,56,2015,4,13
12.85,59,2015,4,13
13.85,62,2015,4,13
14.85,64,2015,4,13
15.85,65,2015,4,13
16.85,64,2015,4,13
17.85,64,2015,4,13
18.85,63,2015,4,13
19.85,62,2015,4,13
20.85,61,2015,4,13
21.85,59,2015,4,13
22.85,60,2015,4,13
23.85,60,2015,4,13
0.85,59,2015,4,14
1.85,57,2015,4,14
2.85,55,2015,4,14
3.85,54,2015,4,14
4.85,53,2015,4,14
5.85,51,2015,4,14
6.85,51,2015,4,14
7.85,53,2015,4,14
8.85,56,2015,4,14
9.85,58,2015,4,14
10.85,61,2015,4,14
11.85,64,2015,4,14
12.85,68,2015,4,14
13.85,68,2015,4,14
14.85,69,2015,4,14
15.85,71,2015,4,14
16.85,70,2015,4,14
17.85,70,2015,4,14
18.85,68,2015,4,14
19.85,67,2015,4,14
20.85,65,2015,4,14
21.85,63,2015,4,14
22.85,61,2015,4,14
23.85,59,2015,4,14
0.85,58,2015,4,15
1.85,57,2015,4,15
2.85,56,2015,4,15
3.85,54,2015,4,15
4.85,53,2015,4,15
5.85,52,2015,4,15
6.85,52,2015,4,15
7.85,53,2015,4,15
8.85,55,2015,4,15
9.85,58,2015,4,15
10.85,61,2015,4,15
11.85,61,2015,4,15
12.85,62,2015,4,15
13.85,62,2015,4,15
14.85,61,2015,4,15
15.85,61,2015,4,15
16.85,61,2015,4,15
17.85,59,2015,4,15
18.85,56,2015,4,15
19.85,53,2015,4,15
20.85,53,2015,4,15
21.85,55,2015,4,15
22.85,57,2015,4,15
23.85,58,2015,4,15
0.85,58,2015,4,16
1.85,58,2015,4,16
2.85,59,2015,4,16
3.85,58,2015,4,16
4.85,56,2015,4,16
5.85,55,2015,4,16
6.85,56,2015,4,16
7.85,56,2015,4,16
8.85,57,2015,4,16
9.85,58,2015,4,16
10.85,59,2015,4,16
11.85,61,2015,4,16
12.85,62,2015,4,16
13.85,63,2015,4,16
15.0,65,2015,4,16
15.85,69,2015,4,16
16.85,69,2015,4,16
17.85,70,2015,4,16
18.85,70,2015,4,16
19.85,69,2015,4,16
20.85,68,2015,4,16
21.85,66,2015,4,16
22.85,66,2015,4,16
23.85,64,2015,4,16
0.85,63,2015,4,17
1.85,63,2015,4,17
2.85,61,2015,4,17
3.85,60,2015,4,17
4.85,60,2015,4,17
5.85,59,2015,4,17
6.85,59,2015,4,17
7.85,61,2015,4,17
8.85,63,2015,4,17
9.85,66,2015,4,17
10.85,71,2015,4,17
11.85,74,2015,4,17
12.85,75,2015,4,17
13.85,77,2015,4,17
14.85,77,2015,4,17
15.85,79,2015,4,17
16.85,75,2015,4,17
17.85,76,2015,4,17
18.85,74,2015,4,17
19.85,75,2015,4,17
20.85,73,2015,4,17
21.85,70,2015,4,17
22.85,67,2015,4,17
23.85,65,2015,4,17
0.85,63,2015,4,18
1.85,61,2015,4,18
2.85,59,2015,4,18
3.85,57,2015,4,18
4.85,55,2015,4,18
5.85,54,2015,4,18
6.85,54,2015,4,18
7.85,54,2015,4,18
8.85,56,2015,4,18
9.85,56,2015,4,18
10.85,59,2015,4,18
11.85,61,2015,4,18
12.85,63,2015,4,18
13.85,58,2015,4,18
14.85,57,2015,4,18
15.85,57,2015,4,18
16.85,55,2015,4,18
17.85,54,2015,4,18
18.85,51,2015,4,18
19.85,51,2015,4,18
20.85,50,2015,4,18
21.85,49,2015,4,18
22.85,48,2015,4,18
23.85,48,2015,4,18
0.85,48,2015,4,19
1.85,48,2015,4,19
2.85,48,2015,4,19
3.85,47,2015,4,19
4.85,47,2015,4,19
5.85,47,2015,4,19
7.0,48,2015,4,19
8.016666666666667,51,2015,4,19
9.033333333333331,51,2015,4,19
9.85,50,2015,4,19
10.85,50,2015,4,19
11.85,56,2015,4,19
12.966666666666669,56,2015,4,19
13.85,56,2015,4,19
15.066666666666666,56,2015,4,19
15.85,55,2015,4,19
16.85,54,2015,4,19
17.85,54,2015,4,19
18.85,53,2015,4,19
19.85,53,2015,4,19
20.85,52,2015,4,19
21.85,52,2015,4,19
22.85,52,2015,4,19
23.85,52,2015,4,19
0.9833333333333332,52,2015,4,20
2.0,52,2015,4,20
3.033333333333333,53,2015,4,20
3.85,53,2015,4,20
4.85,53,2015,4,20
5.85,53,2015,4,20
6.85,53,2015,4,20
7.85,55,2015,4,20
8.933333333333334,54,2015,4,20
9.85,55,2015,4,20
10.85,57,2015,4,20
11.85,61,2015,4,20
12.85,61,2015,4,20
13.85,62,2015,4,20
14.85,63,2015,4,20
15.85,64,2015,4,20
16.85,64,2015,4,20
17.85,63,2015,4,20
18.85,61,2015,4,20
19.85,60,2015,4,20
20.85,59,2015,4,20
21.85,58,2015,4,20
22.85,57,2015,4,20
23.85,57,2015,4,20
0.85,56,2015,4,21
1.85,54,2015,4,21
2.85,52,2015,4,21
3.85,52,2015,4,21
4.85,52,2015,4,21
5.85,51,2015,4,21
6.85,52,2015,4,21
7.85,56,2015,4,21
8.85,59,2015,4,21
9.85,61,2015,4,21
10.85,65,2015,4,21
11.85,65,2015,4,21
12.85,69,2015,4,21
13.85,65,2015,4,21
14.85,63,2015,4,21
15.85,60,2015,4,21
16.85,57,2015,4,21
17.85,55,2015,4,21
18.85,55,2015,4,21
19.85,55,2015,4,21
20.85,54,2015,4,21
21.85,54,2015,4,21
22.85,52,2015,4,21
23.85,50,2015,4,21
0.85,48,2015,4,22
1.85,43,2015,4,22
2.85,43,2015,4,22
3.85,42,2015,4,22
4.85,42,2015,4,22
5.85,42,2015,4,22
6.85,42,2015,4,22
7.85,43,2015,4,22
8.85,44,2015,4,22
9.85,46,2015,4,22
10.85,47,2015,4,22
11.85,49,2015,4,22
12.85,48,2015,4,22
13.85,50,2015,4,22
14.85,50,2015,4,22
15.85,48,2015,4,22
16.85,48,2015,4,22
17.85,47,2015,4,22
18.85,46,2015,4,22
19.85,45,2015,4,22
20.85,44,2015,4,22
21.85,44,2015,4,22
22.85,43,2015,4,22
23.85,42,2015,4,22
0.85,41,2015,4,23
1.85,41,2015,4,23
2.85,40,2015,4,23
3.85,40,2015,4,23
4.85,39,2015,4,23
5.85,39,2015,4,23
6.85,39,2015,4,23
7.85,39,2015,4,23
8.85,40,2015,4,23
9.85,41,2015,4,23
10.85,42,2015,4,23
11.85,44,2015,4,23
12.85,48,2015,4,23
13.85,48,2015,4,23
14.85,50,2015,4,23
15.85,51,2015,4,23
16.85,50,2015,4,23
17.85,49,2015,4,23
18.85,46,2015,4,23
19.85,44,2015,4,23
20.85,43,2015,4,23
21.85,41,2015,4,23
22.85,41,2015,4,23
23.85,40,2015,4,23
0.85,39,2015,4,24
1.85,39,2015,4,24
2.85,39,2015,4,24
3.85,39,2015,4,24
4.85,38,2015,4,24
5.85,38,2015,4,24
6.85,38,2015,4,24
7.85,40,2015,4,24
8.85,43,2015,4,24
9.85,46,2015,4,24
10.85,49,2015,4,24
11.85,51,2015,4,24
12.85,55,2015,4,24
13.85,56,2015,4,24
14.85,58,2015,4,24
15.85,60,2015,4,24
16.85,60,2015,4,24
17.85,60,2015,4,24
18.85,59,2015,4,24
19.85,57,2015,4,24
20.85,52,2015,4,24
21.85,51,2015,4,24
22.85,52,2015,4,24
23.85,52,2015,4,24
0.85,52,2015,4,25
1.85,50,2015,4,25
2.85,49,2015,4,25
3.85,47,2015,4,25
4.85,47,2015,4,25
5.85,47,2015,4,25
6.85,48,2015,4,25
7.85,49,2015,4,25
8.85,52,2015,4,25
9.85,54,2015,4,25
10.85,56,2015,4,25
11.85,59,2015,4,25
12.85,59,2015,4,25
13.85,61,2015,4,25
14.85,61,2015,4,25
15.85,62,2015,4,25
16.85,60,2015,4,25
17.85,60,2015,4,25
18.85,60,2015,4,25
19.85,59,2015,4,25
20.85,57,2015,4,25
21.85,55,2015,4,25
22.85,53,2015,4,25
23.85,52,2015,4,25
0.85,50,2015,4,26
1.85,51,2015,4,26
2.85,50,2015,4,26
3.85,49,2015,4,26
4.85,49,2015,4,26
5.85,49,2015,4,26
6.85,49,2015,4,26
7.85,50,2015,4,26
8.85,51,2015,4,26
9.85,53,2015,4,26
10.85,57,2015,4,26
11.85,59,2015,4,26
12.85,58,2015,4,26
13.85,59,2015,4,26
14.85,59,2015,4,26
15.85,61,2015,4,26
16.85,60,2015,4,26
17.85,60,2015,4,26
18.85,59,2015,4,26
19.85,58,2015,4,26
20.85,57,2015,4,26
21.85,55,2015,4,26
22.85,54,2015,4,26
23.85,53,2015,4,26
0.85,52,2015,4,27
1.85,52,2015,4,27
2.85,52,2015,4,27
3.85,51,2015,4,27
4.85,51,2015,4,27
5.85,51,2015,4,27
6.85,50,2015,4,27
7.85,52,2015,4,27
8.85,56,2015,4,27
9.85,57,2015,4,27
10.85,61,2015,4,27
11.85,65,2015,4,27
12.85,66,2015,4,27
13.85,70,2015,4,27
14.85,69,2015,4,27
15.85,70,2015,4,27
16.85,70,2015,4,27
17.85,68,2015,4,27
18.85,68,2015,4,27
19.85,67,2015,4,27
20.85,66,2015,4,27
21.85,65,2015,4,27
22.85,62,2015,4,27
23.85,61,2015,4,27
0.85,60,2015,4,28
1.85,59,2015,4,28
2.85,58,2015,4,28
3.85,57,2015,4,28
4.85,57,2015,4,28
5.85,56,2015,4,28
6.85,57,2015,4,28
7.85,58,2015,4,28
8.85,61,2015,4,28
9.85,64,2015,4,28
10.85,68,2015,4,28
11.85,69,2015,4,28
12.85,74,2015,4,28
13.85,73,2015,4,28
14.85,76,2015,4,28
15.85,77,2015,4,28
16.85,77,2015,4,28
17.85,76,2015,4,28
18.85,72,2015,4,28
19.85,56,2015,4,28
20.85,54,2015,4,28
21.85,54,2015,4,28
22.85,53,2015,4,28
23.85,51,2015,4,28
0.85,50,2015,4,29
1.85,49,2015,4,29
2.85,49,2015,4,29
3.85,49,2015,4,29
4.85,48,2015,4,29
5.85,48,2015,4,29
6.85,49,2015,4,29
7.85,51,2015,4,29
8.85,54,2015,4,29
9.85,56,2015,4,29
10.85,59,2015,4,29
11.85,62,2015,4,29
12.85,62,2015,4,29
13.85,65,2015,4,29
14.85,65,2015,4,29
15.85,66,2015,4,29
16.85,64,2015,4,29
17.85,62,2015,4,29
18.85,59,2015,4,29
19.85,56,2015,4,29
20.85,54,2015,4,29
21.85,53,2015,4,29
22.85,52,2015,4,29
23.85,52,2015,4,29
0.85,51,2015,5,0
1.85,51,2015,5,0
2.85,51,2015,5,0
3.85,50,2015,5,0
4.85,50,2015,5,0
5.85,49,2015,5,0
6.85,49,2015,5,0
7.85,51,2015,5,0
8.85,53,2015,5,0
9.85,54,2015,5,0
10.85,55,2015,5,0
11.85,55,2015,5,0
12.85,60,2015,5,0
13.85,60,2015,5,0
14.85,61,2015,5,0
15.85,59,2015,5,0
16.85,58,2015,5,0
17.85,54,2015,5,0
18.85,52,2015,5,0
19.85,51,2015,5,0
20.85,49,2015,5,0
21.85,50,2015,5,0
22.85,50,2015,5,0
23.85,49,2015,5,0
0.85,49,2015,5,1
1.85,49,2015,5,1
2.85,50,2015,5,1
3.85,50,2015,5,1
4.85,49,2015,5,1
5.85,49,2015,5,1
6.85,49,2015,5,1
7.85,52,2015,5,1
8.85,54,2015,5,1
9.85,58,2015,5,1
10.85,62,2015,5,1
11.85,66,2015,5,1
12.85,70,2015,5,1
13.85,71,2015,5,1
14.85,64,2015,5,1
15.85,60,2015,5,1
16.85,59,2015,5,1
17.85,57,2015,5,1
18.85,54,2015,5,1
19.85,52,2015,5,1
20.85,51,2015,5,1
21.85,52,2015,5,1
22.85,52,2015,5,1
23.85,52,2015,5,1
0.85,52,2015,5,2
1.85,52,2015,5,2
2.85,52,2015,5,2
3.85,52,2015,5,2
4.85,51,2015,5,2
5.85,51,2015,5,2
6.85,52,2015,5,2
7.85,54,2015,5,2
8.85,58,2015,5,2
9.85,63,2015,5,2
10.85,69,2015,5,2
11.85,73,2015,5,2
12.85,77,2015,5,2
13.85,77,2015,5,2
14.85,78,2015,5,2
15.85,77,2015,5,2
16.85,75,2015,5,2
17.85,71,2015,5,2
18.85,69,2015,5,2
19.85,67,2015,5,2
20.85,67,2015,5,2
21.85,66,2015,5,2
22.85,64,2015,5,2
23.85,61,2015,5,2
0.85,60,2015,5,3
1.85,61,2015,5,3
2.85,57,2015,5,3
3.85,57,2015,5,3
4.85,57,2015,5,3
5.85,57,2015,5,3
6.85,58,2015,5,3
7.85,62,2015,5,3
8.85,67,2015,5,3
9.85,72,2015,5,3
10.85,78,2015,5,3
11.85,81,2015,5,3
12.85,84,2015,5,3
13.85,82,2015,5,3
14.85,81,2015,5,3
15.85,82,2015,5,3
16.85,83,2015,5,3
17.85,83,2015,5,3
18.85,82,2015,5,3
19.85,80,2015,5,3
20.85,74,2015,5,3
21.85,74,2015,5,3
22.85,73,2015,5,3
23.85,72,2015,5,3
0.85,71,2015,5,4
1.85,69,2015,5,4
2.85,69,2015,5,4
3.85,68,2015,5,4
4.85,67,2015,5,4
5.85,66,2015,5,4
6.85,66,2015,5,4
7.85,69,2015,5,4
8.85,72,2015,5,4
9.85,73,2015,5,4
10.85,77,2015,5,4
11.85,78,2015,5,4
12.85,80,2015,5,4
13.85,80,2015,5,4
14.85,84,2015,5,4
15.85,83,2015,5,4
16.85,81,2015,5,4
17.85,76,2015,5,4
18.85,74,2015,5,4
19.85,73,2015,5,4
20.85,72,2015,5,4
21.85,70,2015,5,4
22.85,71,2015,5,4
23.85,73,2015,5,4
0.85,70,2015,5,5
1.85,71,2015,5,5
2.85,70,2015,5,5
3.85,70,2015,5,5
4.85,69,2015,5,5
5.85,68,2015,5,5
6.85,65,2015,5,5
7.85,66,2015,5,5
8.85,66,2015,5,5
9.85,66,2015,5,5
10.85,68,2015,5,5
11.85,66,2015,5,5
12.85,66,2015,5,5
13.85,66,2015,5,5
14.85,68,2015,5,5
15.85,67,2015,5,5
16.85,68,2015,5,5
17.85,69,2015,5,5
18.85,67,2015,5,5
19.85,63,2015,5,5
20.85,62,2015,5,5
21.85,61,2015,5,5
22.85,61,2015,5,5
23.85,60,2015,5,5
0.85,59,2015,5,6
1.85,59,2015,5,6
2.85,57,2015,5,6
3.85,58,2015,5,6
4.85,57,2015,5,6
5.85,57,2015,5,6
6.85,58,2015,5,6
7.85,61,2015,5,6
8.85,65,2015,5,6
9.85,68,2015,5,6
10.85,73,2015,5,6
11.85,77,2015,5,6
12.85,79,2015,5,6
13.85,79,2015,5,6
14.85,78,2015,5,6
15.85,77,2015,5,6
16.85,74,2015,5,6
17.85,73,2015,5,6
18.85,70,2015,5,6
19.85,66,2015,5,6
20.85,64,2015,5,6
21.85,61,2015,5,6
22.85,59,2015,5,6
23.85,57,2015,5,6
0.85,57,2015,5,7
1.85,57,2015,5,7
2.85,56,2015,5,7
3.85,57,2015,5,7
4.85,56,2015,5,7
5.966666666666667,56,2015,5,7
6.85,58,2015,5,7
7.85,62,2015,5,7
8.85,66,2015,5,7
9.85,70,2015,5,7
10.85,75,2015,5,7
11.85,81,2015,5,7
12.85,80,2015,5,7
13.85,82,2015,5,7
14.85,79,2015,5,7
15.85,78,2015,5,7
16.85,76,2015,5,7
17.85,75,2015,5,7
18.85,73,2015,5,7
19.85,71,2015,5,7
20.85,67,2015,5,7
21.85,64,2015,5,7
22.85,62,2015,5,7
23.85,62,2015,5,7
0.85,62,2015,5,8
1.85,61,2015,5,8
2.85,62,2015,5,8
4.016666666666667,60,2015,5,8
4.85,59,2015,5,8
5.85,58,2015,5,8
6.85,57,2015,5,8
7.85,57,2015,5,8
8.85,57,2015,5,8
9.85,58,2015,5,8
10.85,60,2015,5,8
11.85,61,2015,5,8
12.85,61,2015,5,8
13.85,64,2015,5,8
14.85,68,2015,5,8
15.85,69,2015,5,8
16.96666666666667,69,2015,5,8
17.85,67,2015,5,8
18.85,64,2015,5,8
19.85,64,2015,5,8
20.85,64,2015,5,8
21.85,63,2015,5,8
23.066666666666666,61,2015,5,8
23.85,61,2015,5,8
0.9833333333333332,61,2015,5,9
1.85,62,2015,5,9
2.85,63,2015,5,9
3.85,63,2015,5,9
4.85,63,2015,5,9
5.85,64,2015,5,9
6.85,65,2015,5,9
7.85,67,2015,5,9
9.016666666666667,67,2015,5,9
9.85,70,2015,5,9
10.85,73,2015,5,9
11.85,75,2015,5,9
12.85,80,2015,5,9
13.85,80,2015,5,9
14.85,83,2015,5,9
15.85,82,2015,5,9
16.85,81,2015,5,9
17.85,79,2015,5,9
18.85,77,2015,5,9
19.85,76,2015,5,9
20.85,75,2015,5,9
21.85,75,2015,5,9
22.85,75,2015,5,9
23.85,74,2015,5,9
0.85,73,2015,5,10
1.85,73,2015,5,10
